stem,class,split,path,n_boxes
inclusion__img_02_436068500_00002,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_02_436068500_00002.jpg,3
inclusion__img_02_4402623300_00022,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_02_4402623300_00022.jpg,2
inclusion__img_02_4402623300_00026,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_02_4402623300_00026.jpg,2
inclusion__img_02_4402623300_00034,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_02_4402623300_00034.jpg,1
inclusion__img_02_4406562900_00698,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_02_4406562900_00698.jpg,1
inclusion__img_02_4406645900_00288,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_02_4406645900_00288.jpg,1
inclusion__img_03_3402617100_00119,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_3402617100_00119.jpg,2
inclusion__img_03_3402617100_00120,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_3402617100_00120.jpg,3
inclusion__img_03_3402617100_00124,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_3402617100_00124.jpg,10
inclusion__img_03_3402617100_00131,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_3402617100_00131.jpg,3
inclusion__img_03_3402617400_00869,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_3402617400_00869.jpg,2
inclusion__img_03_3402617400_00898,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_3402617400_00898.jpg,1
inclusion__img_03_3402617400_00919,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_3402617400_00919.jpg,2
inclusion__img_03_3402617500_00003,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_3402617500_00003.jpg,1
inclusion__img_03_3402617500_00138,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_3402617500_00138.jpg,2
inclusion__img_03_3402617700_00653,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_3402617700_00653.jpg,2
inclusion__img_03_3402617700_00745,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_3402617700_00745.jpg,1
inclusion__img_03_424714400_00326,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_424714400_00326.jpg,1
inclusion__img_03_424714400_00327,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_424714400_00327.jpg,2
inclusion__img_03_425390700_00020,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425390700_00020.jpg,2
inclusion__img_03_425391800_00249,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425391800_00249.jpg,1
inclusion__img_03_425501800_01106,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425501800_01106.jpg,2
inclusion__img_03_425501800_01130,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425501800_01130.jpg,2
inclusion__img_03_425501800_01136,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425501800_01136.jpg,2
inclusion__img_03_425501800_01148,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425501800_01148.jpg,2
inclusion__img_03_425501800_01154,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425501800_01154.jpg,2
inclusion__img_03_425501800_01160,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425501800_01160.jpg,2
inclusion__img_03_425501800_01184,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425501800_01184.jpg,2
inclusion__img_03_425501800_01190,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425501800_01190.jpg,2
inclusion__img_03_425501800_01208,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425501800_01208.jpg,2
inclusion__img_03_425501800_01214,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425501800_01214.jpg,2
inclusion__img_03_425501800_01220,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425501800_01220.jpg,2
inclusion__img_03_425503100_00066,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425503100_00066.jpg,1
inclusion__img_03_425503100_00067,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425503100_00067.jpg,3
inclusion__img_03_425503100_00068,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425503100_00068.jpg,1
inclusion__img_03_425644600_00004,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425644600_00004.jpg,1
inclusion__img_03_425644600_00006,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_425644600_00006.jpg,1
inclusion__img_03_436068500_00002,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_436068500_00002.jpg,2
inclusion__img_03_4406645900_00298,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_03_4406645900_00298.jpg,1
inclusion__img_04_424714400_00324,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_424714400_00324.jpg,1
inclusion__img_04_424714400_00325,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_424714400_00325.jpg,1
inclusion__img_04_425382600_00050,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_425382600_00050.jpg,2
inclusion__img_04_425392000_00021,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_425392000_00021.jpg,2
inclusion__img_04_425392100_00022,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_425392100_00022.jpg,2
inclusion__img_04_425392100_00023,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_425392100_00023.jpg,2
inclusion__img_04_425392600_00021,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_425392600_00021.jpg,1
inclusion__img_04_4402622500_00355,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_4402622500_00355.jpg,1
inclusion__img_04_4402622500_00357,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_4402622500_00357.jpg,1
inclusion__img_04_4402622500_00364,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_4402622500_00364.jpg,3
inclusion__img_04_4402622500_00371,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_4402622500_00371.jpg,2
inclusion__img_04_4402622500_00374,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_4402622500_00374.jpg,2
inclusion__img_04_4402622500_00375,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_4402622500_00375.jpg,3
inclusion__img_04_4402622500_00376,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_4402622500_00376.jpg,2
inclusion__img_04_4402622500_00377,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_04_4402622500_00377.jpg,2
inclusion__img_05_425243500_00895,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_05_425243500_00895.jpg,1
inclusion__img_05_425243500_00898,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_05_425243500_00898.jpg,1
inclusion__img_05_425243500_00953,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_05_425243500_00953.jpg,1
inclusion__img_05_425243500_01096,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_05_425243500_01096.jpg,1
inclusion__img_05_425244300_00741,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_05_425244300_00741.jpg,1
inclusion__img_05_425502300_00026,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_05_425502300_00026.jpg,3
inclusion__img_05_425503200_00065,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_05_425503200_00065.jpg,1
inclusion__img_05_425505900_01176,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_05_425505900_01176.jpg,1
inclusion__img_05_4406562900_00008,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_05_4406562900_00008.jpg,2
inclusion__img_06_425237000_00658,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425237000_00658.jpg,1
inclusion__img_06_425237000_00660,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425237000_00660.jpg,1
inclusion__img_06_425237000_00661,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425237000_00661.jpg,1
inclusion__img_06_425237000_00662,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425237000_00662.jpg,1
inclusion__img_06_425237000_00670,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425237000_00670.jpg,2
inclusion__img_06_425237000_00672,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425237000_00672.jpg,1
inclusion__img_06_425237000_00773,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425237000_00773.jpg,1
inclusion__img_06_425237000_00834,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425237000_00834.jpg,1
inclusion__img_06_425392500_00834,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425392500_00834.jpg,1
inclusion__img_06_425506300_01024,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425506300_01024.jpg,1
inclusion__img_06_425506300_01025,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425506300_01025.jpg,1
inclusion__img_06_425506300_01026,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425506300_01026.jpg,1
inclusion__img_06_425506300_01029,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425506300_01029.jpg,1
inclusion__img_06_425506300_01030,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425506300_01030.jpg,1
inclusion__img_06_425506300_01034,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425506300_01034.jpg,2
inclusion__img_06_425507200_00974,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425507200_00974.jpg,1
inclusion__img_06_425507200_00976,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425507200_00976.jpg,1
inclusion__img_06_425508200_00471,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425508200_00471.jpg,2
inclusion__img_06_425508300_00927,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425508300_00927.jpg,1
inclusion__img_06_425508300_00928,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425508300_00928.jpg,4
inclusion__img_06_425508300_00929,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425508300_00929.jpg,3
inclusion__img_06_425508300_00930,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425508300_00930.jpg,6
inclusion__img_06_425508600_00938,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425508600_00938.jpg,1
inclusion__img_06_425508700_00362,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425508700_00362.jpg,2
inclusion__img_06_425637500_00002,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_425637500_00002.jpg,2
inclusion__img_06_4402625300_00109,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_4402625300_00109.jpg,6
inclusion__img_06_4402625300_01263,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_4402625300_01263.jpg,5
inclusion__img_06_4405000800_01031,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_4405000800_01031.jpg,1
inclusion__img_06_4406562900_00002,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_06_4406562900_00002.jpg,4
inclusion__img_07_424799400_00071,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_424799400_00071.jpg,1
inclusion__img_07_425005700_01204,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425005700_01204.jpg,1
inclusion__img_07_425008500_00312,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425008500_00312.jpg,1
inclusion__img_07_425391000_00291,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425391000_00291.jpg,1
inclusion__img_07_425503000_00062,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425503000_00062.jpg,2
inclusion__img_07_425503100_00007,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425503100_00007.jpg,1
inclusion__img_07_425504800_00992,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425504800_00992.jpg,1
inclusion__img_07_425506100_00205,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425506100_00205.jpg,3
inclusion__img_07_425507000_00965,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425507000_00965.jpg,1
inclusion__img_07_425507200_00974,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425507200_00974.jpg,2
inclusion__img_07_425508300_00929,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425508300_00929.jpg,2
inclusion__img_07_425508400_00965,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425508400_00965.jpg,3
inclusion__img_07_425508400_00968,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425508400_00968.jpg,1
inclusion__img_07_425508400_00969,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425508400_00969.jpg,4
inclusion__img_07_425508700_00362,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425508700_00362.jpg,1
inclusion__img_07_425508700_00363,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_425508700_00363.jpg,1
inclusion__img_07_4402625300_00104,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_4402625300_00104.jpg,4
inclusion__img_07_4402625300_00105,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_4402625300_00105.jpg,3
inclusion__img_07_4406562900_00008,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_07_4406562900_00008.jpg,4
inclusion__img_08_425506100_00159,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425506100_00159.jpg,1
inclusion__img_08_425506100_00161,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425506100_00161.jpg,1
inclusion__img_08_425506100_00260,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425506100_00260.jpg,2
inclusion__img_08_425506100_00400,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425506100_00400.jpg,2
inclusion__img_08_425506100_01064,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425506100_01064.jpg,3
inclusion__img_08_425506100_01068,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425506100_01068.jpg,1
inclusion__img_08_425507200_00333,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425507200_00333.jpg,2
inclusion__img_08_425508100_00977,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425508100_00977.jpg,1
inclusion__img_08_425508100_01294,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425508100_01294.jpg,1
inclusion__img_08_425508100_01624,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425508100_01624.jpg,1
inclusion__img_08_425508200_00033,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425508200_00033.jpg,3
inclusion__img_08_425508200_00359,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425508200_00359.jpg,6
inclusion__img_08_425508200_00361,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425508200_00361.jpg,6
inclusion__img_08_425508200_00363,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425508200_00363.jpg,3
inclusion__img_08_425508200_00364,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425508200_00364.jpg,5
inclusion__img_08_425508300_00656,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425508300_00656.jpg,2
inclusion__img_08_425508600_00656,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425508600_00656.jpg,3
inclusion__img_08_425508700_00666,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425508700_00666.jpg,3
inclusion__img_08_425608200_00504,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425608200_00504.jpg,3
inclusion__img_08_425638500_00091,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425638500_00091.jpg,1
inclusion__img_08_425639900_00613,inclusion,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\inclusion\inclusion__img_08_425639900_00613.jpg,2
oil_spot__img_01_425507400_00088,oil_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\oil_spot\oil_spot__img_01_425507400_00088.jpg,2
oil_spot__img_01_425614600_00428,oil_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\oil_spot\oil_spot__img_01_425614600_00428.jpg,1
oil_spot__img_01_433354400_00040,oil_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\oil_spot\oil_spot__img_01_433354400_00040.jpg,1
oil_spot__img_01_435974400_00005,oil_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\oil_spot\oil_spot__img_01_435974400_00005.jpg,2
oil_spot__img_02_3402617200_00003,oil_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\oil_spot\oil_spot__img_02_3402617200_00003.jpg,1
oil_spot__img_02_424799200_00178,oil_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\oil_spot\oil_spot__img_02_424799200_00178.jpg,1
oil_spot__img_02_425507000_00871,oil_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\oil_spot\oil_spot__img_02_425507000_00871.jpg,2
oil_spot__img_02_425507000_00882,oil_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\oil_spot\oil_spot__img_02_425507000_00882.jpg,2
oil_spot__img_02_425507000_00888,oil_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\oil_spot\oil_spot__img_02_425507000_00888.jpg,1
